0 07005 10.698474 -8.000000 36.200000
1 07015 10.913311 -11.500000 33.800000
2 07020 12.059964 -1.900000 24.700000
3 07027 11.088876 -7.100000 35.200000
4 07037 10.615176 -8.200000 33.700000
5 07072 11.228823 -10.600000 35.700000
6 07110 11.201796 -5.100000 29.000000
7 07117 11.937181 -2.300000 30.500000
8 07130 11.890898 -5.900000 32.200000
9 07139 10.709309 -9.600000 32.100000
10 07149 11.638518 -9.900000 34.800000
11 07168 11.298426 -12.500000 38.100000
12 07181 10.175475 -11.800000 34.200000
13 07190 11.334207 -15.300000 34.200000
14 07207 13.135020 -0.700000 29.500000
15 07222 12.409363 -6.600000 34.900000
16 07240 11.951888 -7.300000 35.000000
17 07255 12.070155 -7.800000 38.200000
18 07280 11.171311 -13.000000 36.100000
19 07299 11.015066 -17.400000 35.100000
20 07314 13.436177 -4.200000 31.800000
21 07335 12.086549 -7.200000 34.800000
22 07434 11.321341 -7.800000 35.300000
23 07460 11.992190 -11.500000 38.700000
24 07471 8.985506 -20.100000 31.800000
25 07481 12.611490 -9.000000 34.000000
26 07510 13.718857 -7.400000 36.800000
27 07535 12.579355 -9.700000 37.400000
28 07558 10.544899 -12.200000 32.700000
29 07577 14.083531 -5.800000 36.000000
30 07591 10.568515 -15.700000 34.000000
31 07607 13.325286 -7.400000 35.800000
32 07621 12.375178 -9.000000 35.500000
33 07627 12.147184 -10.900000 33.700000
34 07630 13.934852 -6.100000 35.500000
35 07643 15.397135 -5.600000 34.200000
36 07650 15.658941 -4.300000 33.900000
37 07661 15.647909 -0.400000 33.300000
38 07690 16.205514 -0.300000 33.400000
39 07747 16.033353 -2.100000 36.900000
40 07761 15.939907 -3.700000 36.100000
41 07790 16.113322 -1.200000 34.300000
42 61968 26.722918 18.100000 32.800000
43 61970 27.207195 20.400000 32.400000
44 61972 25.588871 16.000000 34.700000
45 61976 26.695854 5.900000 39.200000
46 61980 24.629828 16.200000 31.700000
47 61996 14.614485 6.000000 23.700000
48 61997 5.379765 -3.100000 21.000000
49 61998 5.186980 -4.800000 19.400000
50 67005 26.995894 20.200000 32.200000
51 71805 5.998710 -11.300000 24.200000
52 78890 27.537179 22.700000 31.800000
53 78894 27.431405 23.500000 33.400000
54 78897 26.386465 18.100000 32.700000
55 78922 27.410983 22.300000 33.200000
56 78925 26.946004 18.100000 33.300000
57 81401 26.133868 19.100000 36.400000
58 81405 26.361296 20.500000 33.700000
59 81408 26.146516 19.900000 35.400000
60 81415 26.405035 20.800000 42.100000
61 89642 -11.198743 -33.900000 4.800000
