44.1185;3.0195;712
-15.887667;54.520667;7
49.18;-0.456167;67
48.444167;-4.412;94
44.565667;6.502333;871
46.766333;-56.179167;21
14.595333;-60.995667;3
50.57;3.0975;47
48.716833;2.384333;89
3.890667;-51.804667;6
-66.663167;140.001;43
49.725167;-1.939833;6
41.918;8.792667;5
4.822333;-52.365333;4
48.324667;4.02;112
43.909833;-0.500167;59
43.437667;5.216;9
46.766333;-56.179167;21
48.716833;2.384333;89
-22.344167;40.340667;6
47.267833;5.088333;219
45.861167;1.175;402
-15.887667;54.520667;7
49.725167;-1.939833;6
48.825833;-3.473167;55
48.324667;4.02;112
43.648833;7.209;2
-17.054667;42.712;9
46.766333;-56.179167;21
48.324667;4.02;112
48.581;5.959833;336
47.15;-1.608833;26
46.593833;0.314333;123
47.15;-1.608833;26
43.437667;5.216;9
-22.344167;40.340667;6
50.57;3.0975;47
47.267833;5.088333;219
4.822333;-52.365333;4
49.725167;-1.939833;6
47.294333;-3.218333;34
43.188;0.0;360
42.737167;2.872833;42
45.861167;1.175;402
-49.352333;70.243333;29
46.046833;-1.4115;11
50.57;3.0975;47
48.444167;-4.412;94
48.324667;4.02;112
47.15;-1.608833;26
43.621;1.378833;151
50.57;3.0975;47
45.7265;5.077833;235
43.005333;1.106833;414
44.830667;-0.691333;47
14.595333;-60.995667;3
3.890667;-51.804667;6
14.595333;-60.995667;3
45.861167;1.175;402
43.648833;7.209;2
50.57;3.0975;47
49.725167;-1.939833;6
46.593833;0.314333;123
43.621;1.378833;151
46.046833;-1.4115;11
-20.8925;55.528667;8
-37.795167;77.569167;27
46.766333;-56.179167;21
47.294333;-3.218333;34
44.830667;-0.691333;47
44.581167;4.733;73
43.437667;5.216;9
-22.344167;40.340667;6
47.4445;0.727333;108
44.581167;4.733;73
48.825833;-3.473167;55
48.068833;-1.734;36
48.716833;2.384333;89
48.5495;7.640333;150
44.581167;4.733;73
43.005333;1.106833;414
16.264;-61.516333;11
44.581167;4.733;73
-20.8925;55.528667;8
-12.8055;45.282833;7
-12.8055;45.282833;7
49.18;-0.456167;67
14.7745;-60.875333;26
43.188;0.0;360
43.648833;7.209;2
-46.4325;51.856667;146
47.4445;0.727333;108
47.059167;2.359833;161
43.005333;1.106833;414
50.136;1.834;69
48.716833;2.384333;89
46.046833;-1.4115;11
45.786833;3.149333;331
44.830667;-0.691333;47
16.264;-61.516333;11
45.0745;3.764;833
-20.8925;55.528667;8
-37.795167;77.569167;27
3.890667;-51.804667;6
48.716833;2.384333;89
47.614333;7.51;263
43.909833;-0.500167;59
-22.344167;40.340667;6
49.18;-0.456167;67
47.059167;2.359833;161
44.830667;-0.691333;47
47.15;-1.608833;26
47.614333;7.51;263
43.621;1.378833;151
42.737167;2.872833;42
42.540667;9.485167;10
47.294333;-3.218333;34
47.267833;5.088333;219
46.593833;0.314333;123
43.909833;-0.500167;59
50.136;1.834;69
47.294333;-3.218333;34
47.059167;2.359833;161
-15.887667;54.520667;7
5.4855;-54.031667;5
42.540667;9.485167;10
-20.8925;55.528667;8
-15.887667;54.520667;7
47.614333;7.51;263
-66.663167;140.001;43
44.830667;-0.691333;47
47.294333;-3.218333;34
42.540667;9.485167;10
48.068833;-1.734;36
47.4445;0.727333;108
43.577;3.963167;2
45.861167;1.175;402
45.0745;3.764;833
-17.054667;42.712;9
47.15;-1.608833;26
43.079333;5.940833;115
48.5495;7.640333;150
43.188;0.0;360
44.581167;4.733;73
46.046833;-1.4115;11
45.7265;5.077833;235
-46.4325;51.856667;146
49.18;-0.456167;67
47.294333;-3.218333;34
44.830667;-0.691333;47
43.621;1.378833;151
-17.054667;42.712;9
-46.4325;51.856667;146
3.640167;-54.028333;106
-22.344167;40.340667;6
49.18;-0.456167;67
48.581;5.959833;336
-12.8055;45.282833;7
46.766333;-56.179167;21
47.15;-1.608833;26
-11.582667;47.289667;3
43.437667;5.216;9
4.822333;-52.365333;4
-46.4325;51.856667;146
-17.054667;42.712;9
16.264;-61.516333;11
48.4455;0.110167;143
46.593833;0.314333;123
45.0745;3.764;833
48.068833;-1.734;36
14.595333;-60.995667;3
3.890667;-51.804667;6
50.57;3.0975;47
42.540667;9.485167;10
48.825833;-3.473167;55
45.861167;1.175;402
42.540667;9.485167;10
-22.344167;40.340667;6
-12.8055;45.282833;7
-12.8055;45.282833;7
16.264;-61.516333;11
49.725167;-1.939833;6
44.745;1.396667;260
49.18;-0.456167;67
43.648833;7.209;2
46.766333;-56.179167;21
44.581167;4.733;73
3.890667;-51.804667;6
45.7265;5.077833;235
-46.4325;51.856667;146
49.383;1.181667;151
43.079333;5.940833;115
48.068833;-1.734;36
48.4455;0.110167;143
16.264;-61.516333;11
50.57;3.0975;47
45.786833;3.149333;331
-12.8055;45.282833;7
-20.8925;55.528667;8
50.136;1.834;69
48.444167;-4.412;94
45.861167;1.175;402
43.909833;-0.500167;59
48.068833;-1.734;36
42.737167;2.872833;42
16.264;-61.516333;11
3.640167;-54.028333;106
47.4445;0.727333;108
-15.887667;54.520667;7
-49.352333;70.243333;29
14.595333;-60.995667;3
47.294333;-3.218333;34
43.909833;-0.500167;59
48.4455;0.110167;143
14.595333;-60.995667;3
48.581;5.959833;336
47.267833;5.088333;219
45.7265;5.077833;235
44.830667;-0.691333;47
44.581167;4.733;73
-22.344167;40.340667;6
-15.887667;54.520667;7
14.7745;-60.875333;26
43.648833;7.209;2
49.383;1.181667;151
47.614333;7.51;263
43.188;0.0;360
50.136;1.834;69
46.593833;0.314333;123
-66.663167;140.001;43
50.57;3.0975;47
44.830667;-0.691333;47
-22.344167;40.340667;6
48.825833;-3.473167;55
44.581167;4.733;73
-46.4325;51.856667;146
4.822333;-52.365333;4
3.640167;-54.028333;106
50.136;1.834;69
44.745;1.396667;260
44.1185;3.0195;712
-15.887667;54.520667;7
46.766333;-56.179167;21
46.593833;0.314333;123
-15.887667;54.520667;7
48.068833;-1.734;36
44.565667;6.502333;871
43.577;3.963167;2
3.640167;-54.028333;106
48.825833;-3.473167;55
48.4455;0.110167;143
47.059167;2.359833;161
43.648833;7.209;2
47.614333;7.51;263
44.830667;-0.691333;47
43.188;0.0;360
-49.352333;70.243333;29
14.595333;-60.995667;3
48.324667;4.02;112
14.595333;-60.995667;3
-66.663167;140.001;43
46.046833;-1.4115;11
44.745;1.396667;260
44.1185;3.0195;712
47.15;-1.608833;26
50.136;1.834;69
45.0745;3.764;833
44.830667;-0.691333;47
46.593833;0.314333;123
46.766333;-56.179167;21
48.581;5.959833;336
43.909833;-0.500167;59
43.005333;1.106833;414
43.648833;7.209;2
46.766333;-56.179167;21
43.909833;-0.500167;59
-17.054667;42.712;9
14.595333;-60.995667;3
43.909833;-0.500167;59
-11.582667;47.289667;3
-17.054667;42.712;9
48.825833;-3.473167;55
44.1185;3.0195;712
43.079333;5.940833;115
49.383;1.181667;151
46.593833;0.314333;123
-12.8055;45.282833;7
14.7745;-60.875333;26
45.861167;1.175;402
43.621;1.378833;151
46.593833;0.314333;123
4.822333;-52.365333;4
3.640167;-54.028333;106
48.5495;7.640333;150
47.267833;5.088333;219
46.593833;0.314333;123
3.640167;-54.028333;106
5.4855;-54.031667;5
48.5495;7.640333;150
-49.352333;70.243333;29
14.595333;-60.995667;3
43.079333;5.940833;115
-17.054667;42.712;9
50.136;1.834;69
46.766333;-56.179167;21
43.909833;-0.500167;59
49.383;1.181667;151
46.593833;0.314333;123
43.577;3.963167;2
45.786833;3.149333;331
43.648833;7.209;2
-66.663167;140.001;43
48.324667;4.02;112
3.640167;-54.028333;106
44.1185;3.0195;712
3.640167;-54.028333;106
48.581;5.959833;336
42.737167;2.872833;42
-20.8925;55.528667;8
50.136;1.834;69
49.383;1.181667;151
-46.4325;51.856667;146
43.079333;5.940833;115
44.745;1.396667;260
44.581167;4.733;73
-17.054667;42.712;9
-46.4325;51.856667;146
-17.054667;42.712;9
42.737167;2.872833;42
43.079333;5.940833;115
44.745;1.396667;260
43.621;1.378833;151
46.766333;-56.179167;21
44.830667;-0.691333;47
47.614333;7.51;263
-17.054667;42.712;9
50.136;1.834;69
16.264;-61.516333;11
3.890667;-51.804667;6
-11.582667;47.289667;3
16.264;-61.516333;11
50.57;3.0975;47
46.046833;-1.4115;11
-22.344167;40.340667;6
-15.887667;54.520667;7
45.7265;5.077833;235
44.830667;-0.691333;47
49.18;-0.456167;67
43.621;1.378833;151
48.581;5.959833;336
-17.054667;42.712;9
48.324667;4.02;112
47.15;-1.608833;26
45.786833;3.149333;331
-37.795167;77.569167;27
41.918;8.792667;5
49.18;-0.456167;67
45.0745;3.764;833
45.7265;5.077833;235
45.786833;3.149333;331
43.079333;5.940833;115
42.540667;9.485167;10
-49.352333;70.243333;29
48.716833;2.384333;89
44.830667;-0.691333;47
44.581167;4.733;73
42.540667;9.485167;10
-22.344167;40.340667;6
-20.8925;55.528667;8
50.136;1.834;69
49.383;1.181667;151
47.059167;2.359833;161
-37.795167;77.569167;27
43.437667;5.216;9
50.57;3.0975;47
-22.344167;40.340667;6
-12.8055;45.282833;7
43.577;3.963167;2
49.383;1.181667;151
43.188;0.0;360
48.324667;4.02;112
44.745;1.396667;260
-46.4325;51.856667;146
48.444167;-4.412;94
44.745;1.396667;260
-12.8055;45.282833;7
48.716833;2.384333;89
16.264;-61.516333;11
48.444167;-4.412;94
48.5495;7.640333;150
-37.795167;77.569167;27
4.822333;-52.365333;4
48.4455;0.110167;143
49.18;-0.456167;67
44.745;1.396667;260
-22.344167;40.340667;6
49.383;1.181667;151
43.621;1.378833;151
41.918;8.792667;5
-37.795167;77.569167;27
-49.352333;70.243333;29
48.716833;2.384333;89
45.786833;3.149333;331
47.267833;5.088333;219
47.4445;0.727333;108
43.909833;-0.500167;59
-12.8055;45.282833;7
3.890667;-51.804667;6
48.4455;0.110167;143
48.716833;2.384333;89
45.786833;3.149333;331
-15.887667;54.520667;7
50.136;1.834;69
48.068833;-1.734;36
47.059167;2.359833;161
46.766333;-56.179167;21
-66.663167;140.001;43
45.786833;3.149333;331
-49.352333;70.243333;29
43.188;0.0;360
50.57;3.0975;47
48.716833;2.384333;89
46.593833;0.314333;123
44.1185;3.0195;712
43.079333;5.940833;115
44.565667;6.502333;871
43.188;0.0;360
-22.344167;40.340667;6
46.046833;-1.4115;11
43.079333;5.940833;115
44.581167;4.733;73
43.437667;5.216;9
43.188;0.0;360
46.766333;-56.179167;21
45.786833;3.149333;331
47.059167;2.359833;161
47.267833;5.088333;219
-17.054667;42.712;9
44.830667;-0.691333;47
43.577;3.963167;2
44.1185;3.0195;712
-66.663167;140.001;43
42.540667;9.485167;10
41.918;8.792667;5
-49.352333;70.243333;29
48.5495;7.640333;150
45.7265;5.077833;235
-20.8925;55.528667;8
46.046833;-1.4115;11
-12.8055;45.282833;7
16.264;-61.516333;11
14.7745;-60.875333;26
-66.663167;140.001;43
45.0745;3.764;833
48.324667;4.02;112
43.188;0.0;360
-49.352333;70.243333;29
47.059167;2.359833;161
46.046833;-1.4115;11
44.565667;6.502333;871
43.005333;1.106833;414
47.4445;0.727333;108
46.046833;-1.4115;11
41.918;8.792667;5
42.540667;9.485167;10
50.57;3.0975;47
48.716833;2.384333;89
48.324667;4.02;112
47.4445;0.727333;108
44.745;1.396667;260
16.264;-61.516333;11
45.861167;1.175;402
43.577;3.963167;2
48.444167;-4.412;94
-12.8055;45.282833;7
48.825833;-3.473167;55
16.264;-61.516333;11
3.890667;-51.804667;6
48.444167;-4.412;94
48.068833;-1.734;36
44.830667;-0.691333;47
46.766333;-56.179167;21
49.725167;-1.939833;6
14.595333;-60.995667;3
49.725167;-1.939833;6
46.593833;0.314333;123
45.861167;1.175;402
43.648833;7.209;2
-46.4325;51.856667;146
48.444167;-4.412;94
47.4445;0.727333;108
44.565667;6.502333;871
43.909833;-0.500167;59
4.822333;-52.365333;4
43.437667;5.216;9
43.079333;5.940833;115
45.0745;3.764;833
49.383;1.181667;151
-20.8925;55.528667;8
3.640167;-54.028333;106
50.136;1.834;69
43.079333;5.940833;115
46.046833;-1.4115;11
14.7745;-60.875333;26
41.918;8.792667;5
-46.4325;51.856667;146
43.188;0.0;360
43.005333;1.106833;414
-12.8055;45.282833;7
48.324667;4.02;112
47.294333;-3.218333;34
49.725167;-1.939833;6
49.383;1.181667;151
48.068833;-1.734;36
48.5495;7.640333;150
45.786833;3.149333;331
41.918;8.792667;5
-22.344167;40.340667;6
43.577;3.963167;2
46.766333;-56.179167;21
47.4445;0.727333;108
43.648833;7.209;2
42.540667;9.485167;10
-17.054667;42.712;9
14.595333;-60.995667;3
4.822333;-52.365333;4
46.046833;-1.4115;11
45.0745;3.764;833
43.079333;5.940833;115
-20.8925;55.528667;8
47.059167;2.359833;161
5.4855;-54.031667;5
44.830667;-0.691333;47
14.595333;-60.995667;3
44.745;1.396667;260
5.4855;-54.031667;5
44.1185;3.0195;712
42.737167;2.872833;42
41.918;8.792667;5
48.4455;0.110167;143
47.267833;5.088333;219
49.725167;-1.939833;6
3.890667;-51.804667;6
43.188;0.0;360
41.918;8.792667;5
50.57;3.0975;47
47.15;-1.608833;26
44.1185;3.0195;712
-66.663167;140.001;43
-17.054667;42.712;9
-37.795167;77.569167;27
-12.8055;45.282833;7
5.4855;-54.031667;5
46.766333;-56.179167;21
50.136;1.834;69
48.068833;-1.734;36
45.0745;3.764;833
43.577;3.963167;2
-20.8925;55.528667;8
49.18;-0.456167;67
48.716833;2.384333;89
49.383;1.181667;151
45.861167;1.175;402
48.825833;-3.473167;55
47.4445;0.727333;108
43.648833;7.209;2
42.737167;2.872833;42
48.716833;2.384333;89
48.324667;4.02;112
44.745;1.396667;260
-20.8925;55.528667;8
46.766333;-56.179167;21
48.068833;-1.734;36
-66.663167;140.001;43
43.909833;-0.500167;59
14.7745;-60.875333;26
50.136;1.834;69
49.725167;-1.939833;6
46.593833;0.314333;123
-22.344167;40.340667;6
48.068833;-1.734;36
43.079333;5.940833;115
43.648833;7.209;2
3.890667;-51.804667;6
48.825833;-3.473167;55
42.737167;2.872833;42
3.640167;-54.028333;106
48.068833;-1.734;36
42.737167;2.872833;42
14.7745;-60.875333;26
4.822333;-52.365333;4
49.725167;-1.939833;6
44.581167;4.733;73
42.540667;9.485167;10
16.264;-61.516333;11
44.581167;4.733;73
48.716833;2.384333;89
44.581167;4.733;73
3.890667;-51.804667;6
43.079333;5.940833;115
-15.887667;54.520667;7
