2010-02-02T07 2.520000
2010-02-02T13 2.000000
2010-02-02T16 7.150000
2010-02-02T19 2.200000
2010-02-02T22 2.700000
2010-02-03T01 4.000000
2010-02-03T04 4.950000
2010-02-03T07 -0.900000
2010-02-07T19 7.900000
2010-02-07T22 4.150000
2010-02-08T01 2.900000
2010-02-08T04 13.850000
2010-02-08T07 0.500000
2010-02-08T10 14.733333
2010-02-08T19 3.300000
2010-02-08T22 1.333333
2010-02-09T01 12.500000
2010-02-09T04 4.933333
2010-02-09T07 14.925000
2010-02-09T10 -0.100000
2010-02-09T13 2.200000
2010-02-09T16 0.000000
2010-02-09T22 5.400000
2010-02-10T01 8.633333
2010-02-10T04 -1.933333
2010-02-10T07 0.900000
2010-02-10T10 2.000000
2010-02-10T13 9.400000
2010-02-10T16 12.066667
2010-02-10T19 3.500000
2010-02-10T22 1.600000
2010-02-11T01 9.250000
2010-02-11T04 6.100000
2010-02-11T07 9.200000
2010-02-11T10 30.400000
2010-02-11T13 11.800000
2010-02-11T19 16.033333
2010-02-11T22 2.500000
2010-02-12T07 -4.200000
2010-02-12T13 13.600000
2010-02-12T16 3.000000
2010-02-12T19 -1.700000
2010-02-12T22 -2.233333
2010-02-13T01 12.100000
2010-02-13T04 8.200000
2010-02-13T07 23.500000
2010-02-13T10 7.266667
2010-02-13T16 3.100000
2010-02-13T19 6.633333
2010-02-13T22 8.266667
2010-02-14T01 -1.800000
2010-02-14T04 14.000000
2010-02-14T07 11.200000
2010-02-14T10 -4.700000
2010-02-14T16 0.500000
2010-02-14T19 1.800000
2010-02-14T22 -0.100000
2010-02-15T01 0.100000
2010-02-15T04 -2.400000
2010-02-15T07 8.500000
2010-02-15T10 11.266667
2010-02-15T13 30.200000
2010-02-15T16 4.433333
2010-02-15T19 16.233333
2010-02-15T22 16.140000
2010-02-16T01 1.500000
2010-02-16T04 9.766667
2010-02-16T07 2.800000
2010-02-16T10 7.666667
2010-02-16T16 5.150000
2010-02-16T19 11.433333
2010-02-16T22 12.066667
2010-02-17T01 11.200000
2010-02-17T04 13.400000
2010-02-17T07 2.800000
2010-02-17T10 3.633333
2010-02-17T13 5.633333
2010-02-17T16 28.633333
2010-02-17T19 10.525000
2010-02-17T22 9.750000
2010-02-18T01 4.900000
2010-02-18T04 25.100000
2010-02-18T07 27.350000
2010-02-18T13 29.600000
2010-02-18T16 17.050000
2010-02-18T19 19.600000
2010-02-18T22 15.600000
2010-02-19T01 5.460000
2010-02-19T04 5.633333
2010-02-19T10 9.866667
2010-02-19T13 5.450000
2010-02-19T16 14.400000
2010-02-19T19 16.350000
2010-02-19T22 26.300000
2010-02-20T01 1.400000
2010-02-20T04 12.700000
2010-02-20T07 1.500000
2010-02-20T10 12.300000
2010-02-20T13 7.066667
2010-02-20T16 17.950000
2010-02-20T19 1.250000
2010-02-20T22 9.333333
2010-02-21T01 1.000000
2010-02-21T04 9.500000
2010-02-21T07 1.500000
2010-02-21T10 6.200000
2010-02-21T13 5.233333
2010-02-21T16 28.300000
2010-02-21T19 7.200000
2010-02-21T22 26.100000
2010-02-22T01 9.000000
2010-02-22T04 7.700000
2010-02-22T07 19.533333
2010-02-22T10 8.000000
2010-02-22T13 29.600000
2010-02-22T16 8.966667
2010-02-22T19 14.000000
2010-02-23T01 15.625000
2010-02-23T04 9.200000
2010-02-23T07 19.466667
2010-02-23T10 11.650000
2010-02-23T13 12.100000
2010-02-23T16 12.250000
2010-02-23T22 8.550000
2010-02-24T01 5.400000
2010-02-24T04 8.166667
2010-02-24T07 9.333333
2010-02-24T10 18.800000
2010-02-24T13 31.600000
2010-02-24T16 12.100000
2010-02-24T22 18.250000
2010-02-25T01 18.100000
2010-02-25T04 4.800000
2010-02-25T07 25.950000
2010-02-25T10 7.266667
2010-02-25T13 21.700000
2010-02-25T16 12.100000
2010-02-25T19 10.150000
2010-02-25T22 8.000000
2010-02-26T01 26.400000
2010-02-26T04 26.200000
2010-02-26T07 26.950000
2010-02-26T10 7.600000
2010-02-26T13 12.950000
2010-02-26T19 -0.900000
2010-02-26T22 18.200000
2010-02-27T01 5.400000
2010-02-27T04 13.500000
2010-02-27T07 6.700000
2010-02-27T10 12.466667
2010-02-27T16 11.900000
2010-02-27T19 19.200000
2010-02-27T22 18.100000
2010-02-28T01 27.100000
2010-02-28T04 0.200000
2010-02-28T07 9.700000
2010-02-28T10 12.250000
2010-02-28T13 9.100000
2010-02-28T16 14.250000
2010-02-28T19 12.766667
2010-02-28T22 23.050000
2010-03-01T01 10.250000
2010-03-01T04 1.500000
2010-03-01T10 6.600000
2010-03-01T16 12.220000
2010-03-01T19 8.925000
2010-03-01T22 14.140000
2010-03-02T01 25.500000
2010-03-02T04 14.650000
2010-03-02T07 1.000000
2010-03-02T10 10.900000
2010-03-02T13 10.150000
2010-03-02T16 15.400000
2010-03-02T19 7.100000
2010-03-02T22 13.975000
2010-03-03T01 16.733333
2010-03-03T04 8.333333
2010-03-03T13 7.800000
2010-03-03T16 18.000000
2010-03-03T19 7.200000
2010-03-03T22 10.500000
2010-03-04T04 1.800000
2010-03-04T10 6.700000
2010-03-04T13 13.480000
2010-03-04T16 10.700000
2010-03-05T01 8.580000
2010-03-05T04 19.075000
2010-03-05T07 11.250000
2010-03-05T10 6.000000
2010-03-05T13 5.400000
2010-03-05T16 18.650000
2010-03-05T22 -3.200000
2010-03-06T01 9.166667
2010-03-06T04 -3.100000
2010-03-06T07 -1.050000
2010-03-06T13 18.400000
2010-03-06T16 17.800000
2010-03-06T19 33.300000
2010-03-06T22 -2.200000
2010-03-07T07 -1.900000
2010-03-07T10 -2.200000
2010-03-07T13 20.466667
2010-03-07T19 9.200000
2010-03-07T22 3.500000
2010-03-08T01 10.340000
2010-03-08T04 -1.600000
2010-03-08T07 2.660000
2010-03-08T10 -4.600000
2010-03-08T16 7.733333
2010-03-08T19 1.900000
2010-03-08T22 1.500000
2010-03-09T01 2.900000
2010-03-09T04 1.225000
2010-03-09T07 7.600000
2010-03-09T10 -0.833333
2010-03-09T13 13.750000
2010-03-09T16 10.500000
2010-03-09T19 12.833333
2010-03-09T22 8.150000
2010-03-10T01 17.633333
2010-03-10T04 -1.800000
2010-03-10T07 18.500000
2010-03-10T10 -1.200000
2010-03-10T13 30.800000
2010-03-10T16 11.250000
2010-03-10T19 1.500000
2010-03-11T04 -1.800000
2010-03-11T07 -2.700000
2010-03-11T10 0.725000
2010-03-11T13 7.400000
2010-03-11T16 9.600000
2010-03-11T22 24.900000
2010-03-12T01 15.500000
2010-03-12T07 -6.866667
2010-03-12T10 -0.200000
2010-03-12T13 5.200000
2010-03-12T16 18.300000
2010-03-12T19 5.650000
2010-03-13T01 -0.250000
2010-03-13T04 10.133333
2010-03-13T13 12.700000
2010-03-13T16 15.566667
2010-03-13T19 5.200000
2010-03-13T22 3.900000
2010-03-14T01 1.600000
2010-03-14T04 -2.950000
2010-03-14T07 2.325000
2010-03-14T10 23.800000
2010-03-14T13 7.600000
2010-03-14T16 6.300000
2010-03-14T22 3.400000
2010-03-15T01 1.200000
2010-03-15T04 0.800000
2010-03-15T07 0.450000
2010-03-15T10 4.500000
2010-03-15T13 5.350000
2010-03-15T16 10.566667
2010-03-15T22 28.800000
2010-03-16T01 17.000000
2010-03-16T04 25.700000
2010-03-16T07 5.950000
2010-03-16T10 19.050000
2010-03-16T13 13.066667
2010-03-16T19 24.100000
2010-03-16T22 21.400000
2010-03-17T01 11.866667
